tweet_id,text,airline_sentiment,airline
1826,My @American flight was overbooked and they bumped me without warning #travel,negative,American
1353,"honestly @Delta did a great job today, no complaints at all",positive,Delta
1103,"@JetBlue made my trip so easy, appreciate the effort",positive,JetBlue
1327,Just landed with @United and the crew was amazing! Best flight ever,positive,United
1543,"@Southwest charged hidden fees I never agreed to, so frustrated",negative,Southwest
1108,Just landed with @Southwest and the crew was amazing! Best flight ever,positive,Southwest
1697,"Rude staff at @American check-in counter, never flying them again !!",negative,American
1412,@United flight attendants went above and beyond today #travel,positive,United
1946,@Delta sent me a confirmation email for tomorrow's flight,neutral,Delta
1179,"@United handled my delay well, free snacks and great communication #travel",positive,United
1606,Never flying @Delta again after how they treated my family today,negative,Delta
2069,Question for @American can I change my seat assignment online #travel,neutral,American
2220,@US Airways flight 245 departs at 9am from gate B12,neutral,US Airways
2330,"not the smoothest trip but @Southwest staff tried their best, appreciate it !!",positive,Southwest
2278,wow @US Airways really outdid themselves this time... 4 hours late and counting #travel,negative,US Airways
2016,"@United flight was pretty average, nothing special either way !!",negative,United
2209,@Delta just announced new routes to the Midwest this fall !!,neutral,Delta
1377,@JetBlue flight attendants went above and beyond today,positive,JetBlue
2139,@United plane just pushed back from the gate,neutral,United
1677,"Rude staff at @Delta check-in counter, never flying them again",negative,Delta
1854,"Rude staff at @JetBlue check-in counter, never flying them again #travel",negative,JetBlue
2022,Looking at @American fares for a trip next month,neutral,American
1547,"@Southwest lost my luggage again, worst airline ever #travel",negative,Southwest
1060,"@American upgraded me for free, what a great surprise, flying again soon 😊",positive,American
2045,"@US Airways flight was pretty average, nothing special either way",neutral,US Airways
1099,Loved the legroom and service on my @JetBlue flight today,positive,JetBlue
2355,"flight was delayed but @Southwest crew apologized and gave snacks, decent recovery",positive,Southwest
2354,"not the smoothest trip but @American staff tried their best, appreciate it",positive,American
2090,@Delta just announced new routes to the Midwest this fall !!,neutral,Delta
1771,Paid extra for @United and still got squished in a tiny seat,negative,United
2291,"oh great, @JetBlue delayed AGAIN, love spending my life in this airport !!",negative,JetBlue
2156,@United just announced new routes to the Midwest this fall,neutral,United
1641,My @Delta flight was overbooked and they bumped me without warning !!,negative,Delta
2185,Question for @United can I change my seat assignment online,neutral,United
1786,"Sitting on the tarmac for 3 hours with @Delta, this is ridiculous",negative,Delta
1783,@JetBlue customer service put me on hold for 2 hours #travel,negative,JetBlue
1266,"honestly @Southwest did a great job today, no complaints at all",positive,Southwest
1254,@Southwest flight attendants went above and beyond today,positive,Southwest
1288,"@Southwest handled my delay well, free snacks and great communication #travel",positive,Southwest
1314,"honestly @American did a great job today, no complaints at all 😊",positive,American
1066,Just landed with @Southwest and the crew was amazing! Best flight ever,positive,Southwest
1838,"Rude staff at @JetBlue check-in counter, never flying them again",negative,JetBlue
2138,"Landed with @JetBlue, on time as scheduled",neutral,JetBlue
2128,Flying @JetBlue tomorrow morning to Chicago for a work trip,neutral,JetBlue
1486,My @US Airways flight was overbooked and they bumped me without warning,negative,US Airways
1132,"honestly @JetBlue did a great job today, no complaints at all #travel",positive,JetBlue
2298,"thanks @JetBlue for losing my bag, exactly what I needed today",negative,JetBlue
1434,My @US Airways flight was overbooked and they bumped me without warning #travel,negative,US Airways
2029,@US Airways flight 245 departs at 9am from gate B12,neutral,US Airways
1498,"worst experience with @United, missed my connection because of them !!",negative,United
1147,@JetBlue flight attendants went above and beyond today #travel,positive,JetBlue
1361,Loved the legroom and service on my @American flight today,positive,American
2342,"flight was delayed but @JetBlue crew apologized and gave snacks, decent recovery 😊",neutral,JetBlue
1759,@US Airways left my bag behind and won't answer the phone #travel,negative,US Airways
1883,@JetBlue left my bag behind and won't answer the phone,negative,JetBlue
1370,"honestly @US Airways did a great job today, no complaints at all",positive,US Airways
1247,"@United upgraded me for free, what a great surprise, flying again soon",positive,United
1566,"Rude staff at @JetBlue check-in counter, never flying them again !!",negative,JetBlue
1270,Loved the legroom and service on my @US Airways flight today,positive,US Airways
2188,@JetBlue plane just pushed back from the gate #travel,neutral,JetBlue
2285,"thanks @United for losing my bag, exactly what I needed today",negative,United
2059,"@Southwest website was down earlier, back up now I think",neutral,Southwest
2161,Looking at @US Airways fares for a trip next month,neutral,US Airways
1029,@JetBlue flight attendants went above and beyond today,positive,JetBlue
1313,Smooth landing comfy seats on time @JetBlue nailed it again !!,positive,JetBlue
2206,@United plane just pushed back from the gate,neutral,United
1886,"@American lost my luggage again, worst airline ever",negative,American
1107,Loved the legroom and service on my @Delta flight today,positive,Delta
1923,Flying @United tomorrow morning to Chicago for a work trip,neutral,United
1723,"@United delayed us 6 hours and gave zero updates, terrible",negative,United
1269,Smooth landing comfy seats on time @United nailed it again,positive,United
1168,"@United handled my delay well, free snacks and great communication",positive,United
2124,Does anyone know the baggage policy for @United flights,negative,United
1825,@JetBlue customer service put me on hold for 2 hours 😊,negative,JetBlue
1764,"@US Airways charged hidden fees I never agreed to, so frustrated",negative,US Airways
1062,Huge thanks to @American for the smooth check-in and on-time departure !!,positive,American
2243,Does anyone know the baggage policy for @American flights !!,neutral,American
1758,@American left my bag behind and won't answer the phone !!,negative,American
1699,Paid extra for @United and still got squished in a tiny seat,negative,United
1617,Never flying @Delta again after how they treated my family today,negative,Delta
1281,"@Delta handled my delay well, free snacks and great communication",positive,Delta
1431,@United left my bag behind and won't answer the phone !!,negative,United
1218,Really impressed with @JetBlue customer service this week,positive,JetBlue
2077,Does anyone know the baggage policy for @Southwest flights,neutral,Southwest
1034,"shoutout to @Delta for the free upgrade, made my day",positive,Delta
1629,Never flying @Southwest again after how they treated my family today 😊,negative,Southwest
2318,wow @US Airways really outdid themselves this time... 4 hours late and counting,negative,US Airways
1879,"@United delayed us 6 hours and gave zero updates, terrible !!",negative,United
2130,Flying @Southwest tomorrow morning to Chicago for a work trip #travel,neutral,Southwest
1515,My @Southwest flight was overbooked and they bumped me without warning #travel,negative,Southwest
2102,Does anyone know the baggage policy for @US Airways flights,neutral,US Airways
1912,"@United lost my luggage again, worst airline ever 😊",neutral,United
1047,"Kudos to @US Airways staff, so friendly and helpful during my trip #travel",positive,US Airways
1971,Question for @Delta can I change my seat assignment online,neutral,Delta
1806,My @United flight was overbooked and they bumped me without warning,negative,United
1797,"Sitting on the tarmac for 3 hours with @American, this is ridiculous",negative,American
1466,@United left my bag behind and won't answer the phone #travel,negative,United
1963,@US Airways sent me a confirmation email for tomorrow's flight !!,neutral,US Airways
1291,"@United upgraded me for free, what a great surprise, flying again soon #travel",positive,United
1165,@American flight attendants went above and beyond today,positive,American
1182,@US Airways flight attendants went above and beyond today,positive,US Airways
1978,"Landed with @United, on time as scheduled !!",neutral,United
2377,"@American flight, some good some bad, about what I expected honestly #travel",neutral,American
1530,"Rude staff at @Southwest check-in counter, never flying them again",negative,Southwest
1742,"@American delayed us 6 hours and gave zero updates, terrible",negative,American
1840,"worst experience with @Southwest, missed my connection because of them",negative,Southwest
1305,"@US Airways handled my delay well, free snacks and great communication",positive,US Airways
2133,Question for @US Airways can I change my seat assignment online !!,neutral,US Airways
2252,@US Airways just announced new routes to the Midwest this fall,neutral,US Airways
1037,Smooth landing comfy seats on time @American nailed it again #travel,positive,American
1357,"@JetBlue handled my delay well, free snacks and great communication",positive,JetBlue
1056,"@Southwest upgraded me for free, what a great surprise, flying again soon 😊",positive,Southwest
1853,"@US Airways delayed us 6 hours and gave zero updates, terrible !!",negative,US Airways
1686,"@American charged hidden fees I never agreed to, so frustrated",negative,American
1614,@United left my bag behind and won't answer the phone #travel,negative,United
2384,"@American flight, some good some bad, about what I expected honestly !!",neutral,American
1284,"honestly @JetBlue did a great job today, no complaints at all !!",positive,JetBlue
2215,@United sent me a confirmation email for tomorrow's flight #travel,neutral,United
1006,"@Southwest upgraded me for free, what a great surprise, flying again soon #travel",neutral,Southwest
1744,"@Delta delayed us 6 hours and gave zero updates, terrible",negative,Delta
1872,@Delta left my bag behind and won't answer the phone,negative,Delta
1419,"Kudos to @Delta staff, so friendly and helpful during my trip !!",positive,Delta
1732,"@US Airways charged hidden fees I never agreed to, so frustrated",negative,US Airways
1998,"@Delta flight was pretty average, nothing special either way",neutral,Delta
2013,"@United flight was pretty average, nothing special either way !!",neutral,United
1243,Huge thanks to @Delta for the smooth check-in and on-time departure,positive,Delta
1505,Paid extra for @US Airways and still got squished in a tiny seat !!,negative,US Airways
1005,"@JetBlue upgraded me for free, what a great surprise, flying again soon !!",positive,JetBlue
1510,"@Delta charged hidden fees I never agreed to, so frustrated",negative,Delta
2075,@JetBlue just announced new routes to the Midwest this fall,neutral,JetBlue
2376,"@Southwest flight, some good some bad, about what I expected honestly 😊",neutral,Southwest
1012,Smooth landing comfy seats on time @United nailed it again !!,positive,United
1259,"@Delta made my trip so easy, appreciate the effort !!",positive,Delta
1003,Best airline experience in years thank you @JetBlue team,positive,JetBlue
1650,"@American charged hidden fees I never agreed to, so frustrated",negative,American
1974,@US Airways flight 245 departs at 9am from gate B12,neutral,US Airways
1120,"@US Airways made my trip so easy, appreciate the effort",positive,US Airways
1185,Best airline experience in years thank you @Southwest team !!,positive,Southwest
1295,"@JetBlue made my trip so easy, appreciate the effort #travel",positive,JetBlue
1944,@Southwest sent me a confirmation email for tomorrow's flight !!,neutral,Southwest
1824,@US Airways left my bag behind and won't answer the phone,negative,US Airways
2126,@Southwest plane just pushed back from the gate,neutral,Southwest
1429,"@United delayed us 6 hours and gave zero updates, terrible",negative,United
1052,Just landed with @United and the crew was amazing! Best flight ever,positive,United
2324,"oh great, @United delayed AGAIN, love spending my life in this airport #travel",negative,United
1847,Never flying @Southwest again after how they treated my family today,negative,Southwest
1166,"shoutout to @Delta for the free upgrade, made my day",negative,Delta
1954,Flying @American tomorrow morning to Chicago for a work trip,neutral,American
1343,Huge thanks to @US Airways for the smooth check-in and on-time departure,positive,US Airways
1815,"@United delayed us 6 hours and gave zero updates, terrible",negative,United
1817,"@American crew was so rude to an elderly passenger, unacceptable",negative,American
1636,@Delta customer service put me on hold for 2 hours,negative,Delta
2152,"Landed with @US Airways, on time as scheduled",neutral,US Airways
1387,Just landed with @US Airways and the crew was amazing! Best flight ever,positive,US Airways
2096,Question for @United can I change my seat assignment online,neutral,United
1523,"Sitting on the tarmac for 3 hours with @JetBlue, this is ridiculous",negative,JetBlue
2238,@United sent me a confirmation email for tomorrow's flight,neutral,United
2198,@Southwest just announced new routes to the Midwest this fall,neutral,Southwest
1859,Paid extra for @Southwest and still got squished in a tiny seat,negative,Southwest
2239,Flying @United tomorrow morning to Chicago for a work trip !!,neutral,United
2308,"thanks @US Airways for losing my bag, exactly what I needed today",negative,US Airways
1116,"shoutout to @US Airways for the free upgrade, made my day !!",positive,US Airways
1093,"honestly @United did a great job today, no complaints at all #travel",positive,United
1126,"@US Airways made my trip so easy, appreciate the effort !!",positive,US Airways
2311,"oh great, @American delayed AGAIN, love spending my life in this airport !!",negative,American
1990,Flying @United tomorrow morning to Chicago for a work trip !!,neutral,United
2264,@JetBlue just announced new routes to the Midwest this fall !!,neutral,JetBlue
1598,@United customer service put me on hold for 2 hours,negative,United
2338,"flight was delayed but @JetBlue crew apologized and gave snacks, decent recovery",positive,JetBlue
1206,"@United made my trip so easy, appreciate the effort #travel",neutral,United
1464,"@JetBlue charged hidden fees I never agreed to, so frustrated !!",negative,JetBlue
2194,@JetBlue sent me a confirmation email for tomorrow's flight,neutral,JetBlue
2235,Does anyone know the baggage policy for @Southwest flights,neutral,Southwest
1461,"@Southwest cancelled my flight with no notice, absolutely furious",negative,Southwest
2306,"thanks @JetBlue for losing my bag, exactly what I needed today",negative,JetBlue
1696,"Sitting on the tarmac for 3 hours with @American, this is ridiculous !!",negative,American
2254,Does anyone know the baggage policy for @Southwest flights,neutral,Southwest
2348,"flight was delayed but @Southwest crew apologized and gave snacks, decent recovery 😊",positive,Southwest
1834,"Sitting on the tarmac for 3 hours with @Delta, this is ridiculous",negative,Delta
2260,"Checked in for my @JetBlue flight, boarding starts at noon",neutral,JetBlue
1858,Paid extra for @Delta and still got squished in a tiny seat !!,negative,Delta
1779,"Sitting on the tarmac for 3 hours with @JetBlue, this is ridiculous !!",negative,JetBlue
2014,@Delta just announced new routes to the Midwest this fall,neutral,Delta
1625,Paid extra for @American and still got squished in a tiny seat,negative,American
1474,"Rude staff at @Delta check-in counter, never flying them again",negative,Delta
2100,anyone else flying @United out of gate 22 today 😊,neutral,United
1529,"@US Airways charged hidden fees I never agreed to, so frustrated #travel",negative,US Airways
1856,@Southwest customer service put me on hold for 2 hours 😊,negative,Southwest
1301,"@Delta made my trip so easy, appreciate the effort",positive,Delta
1432,Never flying @American again after how they treated my family today,negative,American
2385,"@Southwest flight, some good some bad, about what I expected honestly",neutral,Southwest
1472,"@US Airways lost my luggage again, worst airline ever",negative,US Airways
1292,"Kudos to @JetBlue staff, so friendly and helpful during my trip #travel",positive,JetBlue
2272,"oh great, @US Airways delayed AGAIN, love spending my life in this airport",negative,US Airways
2228,Question for @Southwest can I change my seat assignment online,positive,Southwest
1450,"Sitting on the tarmac for 3 hours with @Delta, this is ridiculous #travel",negative,Delta
1298,Huge thanks to @US Airways for the smooth check-in and on-time departure,positive,US Airways
1194,"shoutout to @JetBlue for the free upgrade, made my day 😊",positive,JetBlue
2048,anyone else flying @US Airways out of gate 22 today,neutral,US Airways
1528,Never flying @Southwest again after how they treated my family today,negative,Southwest
1663,"@JetBlue lost my luggage again, worst airline ever #travel",negative,JetBlue
1571,@American customer service put me on hold for 2 hours,negative,American
2301,"oh great, @Southwest delayed AGAIN, love spending my life in this airport",negative,Southwest
1405,Just landed with @JetBlue and the crew was amazing! Best flight ever,positive,JetBlue
1867,"@American charged hidden fees I never agreed to, so frustrated !!",negative,American
1531,My @Delta flight was overbooked and they bumped me without warning,negative,Delta
1251,Smooth landing comfy seats on time @United nailed it again,positive,United
2170,Does anyone know the baggage policy for @American flights !!,neutral,American
1467,"worst experience with @Delta, missed my connection because of them",negative,Delta
1462,@JetBlue customer service put me on hold for 2 hours,negative,JetBlue
1111,"Kudos to @Delta staff, so friendly and helpful during my trip #travel",positive,Delta
2257,"Landed with @Southwest, on time as scheduled #travel",neutral,Southwest
2273,"oh great, @Delta delayed AGAIN, love spending my life in this airport 😊",negative,Delta
2383,"@Delta flight, some good some bad, about what I expected honestly !!",neutral,Delta
1549,"@JetBlue charged hidden fees I never agreed to, so frustrated !!",negative,JetBlue
1882,Paid extra for @American and still got squished in a tiny seat,negative,American
2061,"@Delta flight was pretty average, nothing special either way",neutral,Delta
1846,Paid extra for @Southwest and still got squished in a tiny seat,negative,Southwest
1934,Looking at @United fares for a trip next month,neutral,United
1320,"honestly @Southwest did a great job today, no complaints at all 😊",positive,Southwest
1790,@US Airways left my bag behind and won't answer the phone,negative,US Airways
2085,Question for @United can I change my seat assignment online !!,neutral,United
2270,"oh great, @US Airways delayed AGAIN, love spending my life in this airport",negative,US Airways
1414,"@United upgraded me for free, what a great surprise, flying again soon",positive,United
1437,"@American charged hidden fees I never agreed to, so frustrated 😊",negative,American
1901,"worst experience with @US Airways, missed my connection because of them",negative,US Airways
1778,"Rude staff at @US Airways check-in counter, never flying them again",negative,US Airways
2009,Does anyone know the baggage policy for @American flights,neutral,American
1769,"worst experience with @US Airways, missed my connection because of them",negative,US Airways
1683,"@Delta crew was so rude to an elderly passenger, unacceptable",negative,Delta
1449,"Sitting on the tarmac for 3 hours with @Southwest, this is ridiculous",negative,Southwest
1181,@Southwest flight attendants went above and beyond today #travel,positive,Southwest
1067,"Kudos to @Southwest staff, so friendly and helpful during my trip",positive,Southwest
2267,@US Airways just announced new routes to the Midwest this fall !!,neutral,US Airways
1717,Never flying @Delta again after how they treated my family today !!,negative,Delta
1938,"@American website was down earlier, back up now I think !!",neutral,American
1422,Never flying @American again after how they treated my family today,negative,American
2041,anyone else flying @Delta out of gate 22 today,neutral,Delta
1015,"@United upgraded me for free, what a great surprise, flying again soon",positive,United
1418,"@United handled my delay well, free snacks and great communication 😊",positive,United
2042,Flying @Delta tomorrow morning to Chicago for a work trip,positive,Delta
2207,@JetBlue sent me a confirmation email for tomorrow's flight #travel,neutral,JetBlue
2120,anyone else flying @Delta out of gate 22 today #travel,neutral,Delta
1167,Huge thanks to @Delta for the smooth check-in and on-time departure !!,positive,Delta
1743,Paid extra for @Southwest and still got squished in a tiny seat 😊,negative,Southwest
1485,Never flying @Southwest again after how they treated my family today,negative,Southwest
1503,"@Southwest lost my luggage again, worst airline ever",negative,Southwest
1752,"@American delayed us 6 hours and gave zero updates, terrible",negative,American
2297,"oh great, @JetBlue delayed AGAIN, love spending my life in this airport",negative,JetBlue
1863,"worst experience with @US Airways, missed my connection because of them",negative,US Airways
1665,"Sitting on the tarmac for 3 hours with @Delta, this is ridiculous",negative,Delta
1480,"@Delta lost my luggage again, worst airline ever",negative,Delta
2028,@Delta just announced new routes to the Midwest this fall !!,neutral,Delta
2319,"thanks @JetBlue for losing my bag, exactly what I needed today #travel",negative,JetBlue
1137,"@American made my trip so easy, appreciate the effort",positive,American
1488,@Delta left my bag behind and won't answer the phone,negative,Delta
1081,"@Southwest handled my delay well, free snacks and great communication",positive,Southwest
1367,Loved the legroom and service on my @United flight today #travel,positive,United
1685,"@American lost my luggage again, worst airline ever",negative,American
1799,"@Delta lost my luggage again, worst airline ever !!",negative,Delta
1237,Really impressed with @American customer service this week,positive,American
1610,Paid extra for @Southwest and still got squished in a tiny seat,negative,Southwest
1791,"@JetBlue lost my luggage again, worst airline ever",negative,JetBlue
2353,"flight was delayed but @United crew apologized and gave snacks, decent recovery #travel",neutral,United
1580,"worst experience with @Delta, missed my connection because of them 😊",positive,Delta
1620,"@JetBlue crew was so rude to an elderly passenger, unacceptable",neutral,JetBlue
1273,"honestly @Delta did a great job today, no complaints at all",positive,Delta
1875,"@JetBlue crew was so rude to an elderly passenger, unacceptable #travel",negative,JetBlue
1626,@United left my bag behind and won't answer the phone !!,negative,United
2099,@US Airways flight 245 departs at 9am from gate B12,neutral,US Airways
1189,@United flight attendants went above and beyond today,positive,United
1724,@US Airways customer service put me on hold for 2 hours,negative,US Airways
1109,@American flight attendants went above and beyond today,negative,American
2226,@JetBlue flight 245 departs at 9am from gate B12,neutral,JetBlue
1991,Does anyone know the baggage policy for @Southwest flights,neutral,Southwest
1280,"@United handled my delay well, free snacks and great communication #travel",positive,United
1652,Paid extra for @US Airways and still got squished in a tiny seat,negative,US Airways
1453,Never flying @Southwest again after how they treated my family today,negative,Southwest
1310,"honestly @Delta did a great job today, no complaints at all #travel",positive,Delta
1421,"@Delta delayed us 6 hours and gave zero updates, terrible",negative,Delta
2205,"Checked in for my @JetBlue flight, boarding starts at noon !!",neutral,JetBlue
1957,Flying @United tomorrow morning to Chicago for a work trip,neutral,United
2012,Question for @Delta can I change my seat assignment online,neutral,Delta
1870,"Rude staff at @United check-in counter, never flying them again 😊",negative,United
2002,"@JetBlue flight was pretty average, nothing special either way !!",neutral,JetBlue
1188,Really impressed with @JetBlue customer service this week #travel,positive,JetBlue
1121,Best airline experience in years thank you @Delta team #travel,positive,Delta
2244,"Checked in for my @Delta flight, boarding starts at noon !!",neutral,Delta
1570,"@American cancelled my flight with no notice, absolutely furious",negative,American
1069,"@US Airways made my trip so easy, appreciate the effort",positive,US Airways
1325,Best airline experience in years thank you @United team,positive,United
1161,Smooth landing comfy seats on time @JetBlue nailed it again 😊,positive,JetBlue
1955,Looking at @Delta fares for a trip next month,neutral,Delta
2055,Question for @US Airways can I change my seat assignment online #travel,neutral,US Airways
1148,Huge thanks to @Southwest for the smooth check-in and on-time departure,positive,Southwest
2163,"@JetBlue flight was pretty average, nothing special either way",neutral,JetBlue
1914,"@Delta crew was so rude to an elderly passenger, unacceptable #travel",negative,Delta
1902,"Rude staff at @JetBlue check-in counter, never flying them again",negative,JetBlue
1705,My @United flight was overbooked and they bumped me without warning #travel,negative,United
2032,@United just announced new routes to the Midwest this fall,neutral,United
2060,Flying @US Airways tomorrow morning to Chicago for a work trip #travel,neutral,US Airways
2080,"Checked in for my @Delta flight, boarding starts at noon",neutral,Delta
2279,"thanks @JetBlue for losing my bag, exactly what I needed today",negative,JetBlue
1554,Paid extra for @JetBlue and still got squished in a tiny seat,negative,JetBlue
1594,@Southwest left my bag behind and won't answer the phone #travel,negative,Southwest
2149,Question for @Delta can I change my seat assignment online,neutral,Delta
1970,Question for @American can I change my seat assignment online,neutral,American
1211,Huge thanks to @Southwest for the smooth check-in and on-time departure,positive,Southwest
1134,"shoutout to @American for the free upgrade, made my day",positive,American
1555,"@JetBlue charged hidden fees I never agreed to, so frustrated",negative,JetBlue
1459,"@JetBlue charged hidden fees I never agreed to, so frustrated !!",negative,JetBlue
1337,"@United made my trip so easy, appreciate the effort 😊",positive,United
1619,@Delta customer service put me on hold for 2 hours,negative,Delta
2027,Does anyone know the baggage policy for @American flights,neutral,American
1436,"@JetBlue delayed us 6 hours and gave zero updates, terrible",negative,JetBlue
2250,@United just announced new routes to the Midwest this fall,neutral,United
1586,"Rude staff at @American check-in counter, never flying them again #travel",negative,American
1246,Really impressed with @Delta customer service this week,positive,Delta
2180,"@Delta flight was pretty average, nothing special either way !!",neutral,Delta
1972,"@US Airways website was down earlier, back up now I think #travel",neutral,US Airways
1702,@US Airways left my bag behind and won't answer the phone,neutral,US Airways
1754,Never flying @Southwest again after how they treated my family today !!,negative,Southwest
1627,"Sitting on the tarmac for 3 hours with @Southwest, this is ridiculous",negative,Southwest
1694,"worst experience with @JetBlue, missed my connection because of them #travel",negative,JetBlue
1533,Paid extra for @American and still got squished in a tiny seat #travel,negative,American
2240,@Southwest sent me a confirmation email for tomorrow's flight,neutral,Southwest
2117,anyone else flying @Southwest out of gate 22 today,neutral,Southwest
2286,"oh great, @American delayed AGAIN, love spending my life in this airport !!",negative,American
1672,"worst experience with @American, missed my connection because of them",negative,American
1832,"worst experience with @American, missed my connection because of them #travel",negative,American
2368,"not the smoothest trip but @Delta staff tried their best, appreciate it #travel",negative,Delta
1155,Best airline experience in years thank you @JetBlue team #travel,positive,JetBlue
1230,Best airline experience in years thank you @US Airways team !!,positive,US Airways
1286,"Kudos to @Southwest staff, so friendly and helpful during my trip",positive,Southwest
1568,"@Southwest lost my luggage again, worst airline ever",positive,Southwest
2203,@US Airways just announced new routes to the Midwest this fall !!,neutral,US Airways
1396,"honestly @JetBlue did a great job today, no complaints at all !!",positive,JetBlue
1263,"@Delta upgraded me for free, what a great surprise, flying again soon",positive,Delta
2191,Flying @JetBlue tomorrow morning to Chicago for a work trip #travel,neutral,JetBlue
1063,Just landed with @United and the crew was amazing! Best flight ever !!,positive,United
1282,Best airline experience in years thank you @JetBlue team,positive,JetBlue
2106,@United just announced new routes to the Midwest this fall,neutral,United
1241,Best airline experience in years thank you @US Airways team !!,positive,US Airways
1309,"Kudos to @United staff, so friendly and helpful during my trip",positive,United
1640,"Rude staff at @US Airways check-in counter, never flying them again",positive,US Airways
1363,"shoutout to @United for the free upgrade, made my day",positive,United
1360,"@Delta handled my delay well, free snacks and great communication !!",positive,Delta
2293,"oh great, @Delta delayed AGAIN, love spending my life in this airport",negative,Delta
1355,Best airline experience in years thank you @United team #travel,positive,United
1873,"@United cancelled my flight with no notice, absolutely furious",negative,United
1160,Loved the legroom and service on my @US Airways flight today,positive,US Airways
1762,"worst experience with @JetBlue, missed my connection because of them",negative,JetBlue
1945,Does anyone know the baggage policy for @American flights,positive,American
1501,"worst experience with @Delta, missed my connection because of them",negative,Delta
2225,@United flight 245 departs at 9am from gate B12 #travel,neutral,United
2056,anyone else flying @US Airways out of gate 22 today #travel,neutral,US Airways
2025,Question for @Delta can I change my seat assignment online #travel,neutral,Delta
1253,"@Southwest made my trip so easy, appreciate the effort #travel",positive,Southwest
1040,Really impressed with @United customer service this week,positive,United
1022,Just landed with @American and the crew was amazing! Best flight ever,positive,American
1729,Paid extra for @United and still got squished in a tiny seat !!,negative,United
1905,"worst experience with @Southwest, missed my connection because of them",negative,Southwest
1468,"Rude staff at @Delta check-in counter, never flying them again",negative,Delta
2237,"@Delta website was down earlier, back up now I think #travel",neutral,Delta
1203,Really impressed with @US Airways customer service this week !!,positive,US Airways
1190,"@Southwest upgraded me for free, what a great surprise, flying again soon #travel",positive,Southwest
1090,"Kudos to @American staff, so friendly and helpful during my trip",positive,American
2290,"oh great, @United delayed AGAIN, love spending my life in this airport !!",negative,United
2212,Looking at @US Airways fares for a trip next month,neutral,US Airways
1496,"@American charged hidden fees I never agreed to, so frustrated #travel",negative,American
2062,anyone else flying @JetBlue out of gate 22 today,neutral,JetBlue
2271,"oh great, @Southwest delayed AGAIN, love spending my life in this airport !!",negative,Southwest
1726,"@Delta crew was so rude to an elderly passenger, unacceptable",negative,Delta
2050,@Southwest just announced new routes to the Midwest this fall !!,neutral,Southwest
1389,"@Southwest made my trip so easy, appreciate the effort #travel",positive,Southwest
1236,Smooth landing comfy seats on time @Southwest nailed it again #travel,positive,Southwest
2339,"not the smoothest trip but @United staff tried their best, appreciate it !!",positive,United
2294,"thanks @JetBlue for losing my bag, exactly what I needed today #travel",negative,JetBlue
2246,"@Southwest website was down earlier, back up now I think #travel",neutral,Southwest
1019,Loved the legroom and service on my @US Airways flight today,positive,US Airways
2389,"@United flight, some good some bad, about what I expected honestly #travel",neutral,United
1368,"@Delta handled my delay well, free snacks and great communication",positive,Delta
1675,"@Delta delayed us 6 hours and gave zero updates, terrible",negative,Delta
1678,Never flying @United again after how they treated my family today,negative,United
2008,@American flight 245 departs at 9am from gate B12,neutral,American
2248,Looking at @US Airways fares for a trip next month #travel,neutral,US Airways
1397,"shoutout to @American for the free upgrade, made my day",positive,American
2229,Flying @JetBlue tomorrow morning to Chicago for a work trip !!,neutral,JetBlue
1008,"Kudos to @Delta staff, so friendly and helpful during my trip #travel",positive,Delta
1670,"@Delta cancelled my flight with no notice, absolutely furious",negative,Delta
2176,@JetBlue sent me a confirmation email for tomorrow's flight #travel,neutral,JetBlue
1054,Smooth landing comfy seats on time @American nailed it again !!,positive,American
1277,Huge thanks to @US Airways for the smooth check-in and on-time departure,positive,US Airways
1632,"Sitting on the tarmac for 3 hours with @JetBlue, this is ridiculous #travel",negative,JetBlue
1713,@JetBlue customer service put me on hold for 2 hours !!,negative,JetBlue
2305,"oh great, @JetBlue delayed AGAIN, love spending my life in this airport",negative,JetBlue
1205,"@Delta upgraded me for free, what a great surprise, flying again soon #travel",positive,Delta
1290,"@Delta upgraded me for free, what a great surprise, flying again soon",positive,Delta
1061,Best airline experience in years thank you @American team 😊,positive,American
1174,"Kudos to @American staff, so friendly and helpful during my trip",positive,American
1261,Smooth landing comfy seats on time @Southwest nailed it again #travel,positive,Southwest
2034,Does anyone know the baggage policy for @United flights,negative,United
2162,Flying @Southwest tomorrow morning to Chicago for a work trip,neutral,Southwest
1679,"@United delayed us 6 hours and gave zero updates, terrible !!",negative,United
1596,Never flying @US Airways again after how they treated my family today,negative,US Airways
2287,"oh great, @US Airways delayed AGAIN, love spending my life in this airport",negative,US Airways
2196,@US Airways flight 245 departs at 9am from gate B12,neutral,US Airways
1684,"@Southwest lost my luggage again, worst airline ever #travel",negative,Southwest
1715,"worst experience with @US Airways, missed my connection because of them #travel",negative,US Airways
2173,"Checked in for my @American flight, boarding starts at noon #travel",neutral,American
2086,Flying @American tomorrow morning to Chicago for a work trip,neutral,American
1747,"Rude staff at @JetBlue check-in counter, never flying them again !!",negative,JetBlue
1637,"Sitting on the tarmac for 3 hours with @Southwest, this is ridiculous !!",negative,Southwest
2276,wow @Southwest really outdid themselves this time... 4 hours late and counting,negative,Southwest
1925,"@US Airways website was down earlier, back up now I think",neutral,US Airways
1264,Best airline experience in years thank you @JetBlue team 😊,positive,JetBlue
